rating	review	book_title	user	review_title
5	There aren't many things left to say when it comes to Ken Follett's masterpiece. The Pillars of the Earth is one of the most beautiful, haunting, exquisitely well-written novels of all time. It is a ''showstopper'' book not only in the Historical Fiction genre, but in Literature in general. Still...	The Pillars of the Earth	Amalia Gavea	There aren't many things left
4	4.5What youre doing is wrong, he said. I mean evil. To give up happiness like this is like throwing jewels into the ocean. Its far worse than any sin.Since there is pretty much nothing I didn't like about this book, and since the only reason why the fifth star is missing is that Medieval hi...	The Pillars of the Earth	Simona Bartolotta	4
5	20% done. Excellent writing, great characters and superb descriptions of 12th century life. So far, I am very impressed.	The Pillars of the Earth	Stephen	20% done
5	While the novel begins its rush to the end, the action is by no means muted or coming to a close. Conniving between characters remains the order of the day, where old nemeses finally have their chance to settle scores, all while the cathedral looms above, completed and yet not finished. It has become the uniting and dividing aspect of the entire novel, an apt theme to discuss in the final review. How will it end?!	The Pillars of the Earth	Matt	While the novel begins its
1	A friend recommended this book. He is no longer a friend. I confess a snooty predisposition against pulpy books. I was going to the beach so I thought this would be a good beach book.So what's it about? A master builder wanders medieval England looking for work. He's with his family--pregnant wif...	The Pillars of the Earth	Michael	A friend recommended this book
1	Blah! Did not like this.	The Pillars of the Earth	Lucy	Blah
1	Toward the end of this 1000 page book I noticed the ad for the equally non-descript titled SEQUEL released 17 years after Pillars. This raises a lot of questions. What kind of author leaves his fans hanging for 17 years? Can there possibly be anything left unsaid after 1000 pages? Is this why Fol...	The Pillars of the Earth	Lianna	Toward the end of this
5	This is an amazing read, I  loved this book. A lengthy novel at over 900 pages and not for the faint hearted and yet the story moves at a surprising quick pace. The characters are so well portrayed and engaging that you cant wait to turn the pages to unravel their fates. I loved the twists and tu...	The Pillars of the Earth	Dem	This is an amazing read,
3	Rating: 3* of fiveThe Publisher Says: As a new age dawns in England's twelfth century, the building of a mighty Gothic cathedral sets the stage for a story of intrigue and power, revenge and betrayal. It is in this rich tapestry, where kings and queens are corrupt - and one majestic creation will...	The Pillars of the Earth	Richard Derus	Rating: 3* of fiveThe Publisher
5	I finally finished this book and I loved it!!The characters were interesting, flawed, and complex. The storyline was captivating, intricate, and exciting. I think that because the story was told from the point of view of many characters (5 or 6, I think), the author was able to show so much more...	The Pillars of the Earth	Tina	I finally finished this book
2	Hmmm... a family relation lent me this book. I was mostly interested in what kind of books my particular relation was into. I think you can learn a lot about a person by reading their favorite books. I am actually a little disturbed. Yes you may call me a prude, but there was sex in it. I know wh...	The Pillars of the Earth	Patricia	Hmmm
0	i can't stress enough how not good this book was. (everett says he likes it that i pan books, so he will be pleased with this review.)where does one start when explaining what makes a piece of shit unpleasant? is it the smell? is it the origins? is it its inherent turdness?this book is inherently...	The Pillars of the Earth	Kira Fisher	i can't stress enough how
1	Lowry's book is a piece of nationalist propaganda, using oversimplification, emotional appeals, and dualistic morality to shut down her readers' minds. More troubling is that it is aimed at children, who don't yet have the critical faculties to defend themselves from such underhanded methods.Unsu...	The Giver	J.G. Keely	Lowry's book is a piece
5	I've taught this book to my 6th graders nine years in a row. Once I realized that the book is actually a mystery, and not the bland sci-fi adventure it seemed at first skim, I loved it more and more each time. Nine years, two classes most years... 17 TIMES. I've come to see that the book isn't th...	The Giver	Kristine	I've taught this book to
5	This book is perhaps the best refutation that I have seen in some time of a common philosophy of pain that is sometimes found in the popular media and in some versions of Buddhism. According to this philosophy, pain is the ultimate evil, and so, to eliminate pain and suffering we must give up des...	The Giver	James Carroll	This book is perhaps the
3	I think I'm missing something. Everyone loves this book and I liked it too, but it wasn't amazing or anything.The Giver felt like a very sparse story to me. First, there isn't much characterization, so I didn't form an emotional connection with any of the characters -- not even with Jonas or the...	The Giver	Julie Ruble	I think I'm missing something
4	Man oh man, for a children's book...Lowry certainly didn't pull any punches. Jonas lives in a perfectly perfect world. Every family has one mother, one father, one girl and one boy. Families always get along, the parents never disagree, no one has any secrets. Everyone contributes to society equa...	The Giver	Miranda Reads	Man oh man, for a
4	4.5 HOLY STARS!I don't remember reading a book as fast as I read this one.It was a great read.I couldn't put the book down for hours.And I must say is different from other books that I have read so this review actually is going to be somehow different from others.So let's start.I enjoyed the begi...	The Giver	Nick	4
3	*******SPOILER ALERT*******I don't know what you mean when you say 'the whole world' or 'generations before him.'I thought there was only us. I thought there was only now.  Read the book, watch the movie, experience the synergy. We dont live in a dystopian world, but we do have a growing numbe...	The Giver	Jeffrey Keeten	*******SPOILER ALERT*******I don't know what
2	If there are no wrong answers, can we really say that something has any meaning?It is very easy to start an interesting science fiction story. Simply begin with a mystery. Don't explain things to the reader and leave them in a state of wonder. In this way, everything will seem interesting, intrig...	The Giver	Matt	If there are no wrong
3	3.5/5 Stars! I read this book previously in middle school for English class and was still able to appreciate it almost a decade later.The Giver is a story that sticks with many of us as it is often a part of required reading in school. I consider it one of the most impactful academic reads from m...	The Giver	Emma Giordano	3
4	Woah, I can easily understand why such a grand amount of people loved this book and definitely see why many were not satisfied with the movie. I cannot believe how many elements of this story they changed. However, there is something that I must admit: I preferred the movie because of how melanch...	The Giver	Lola 	Woah, I can easily understand
5	Upon finishing this book, not 20 minutes ago, I'm left with several thoughts:1. This book should be required reading for everyone with the emotional maturity to handle it! (I believe that blindly labeling The Giver as a children's book is neither realistic nor necessarily wise, in some instances....	The Giver	Jj873	Upon finishing this book, not
4	Yesterday, I took a road trip with my two daughters to get pick up my 88 year-old grandmother, who will be staying with us through the holiday season. At 5 and 9 years-old, my usual audiobook choices were clearly not an option. So, I found myself listening to some books that definitely are not my...	The Giver	Candace	Yesterday, I took a road
4	After a re-read, I can no longer think of The Giver as simply a childish sci-fi tale with heavy moralistic leanings. What I see now is a story about growing up and confronting the world outside of the safe haven of childhood.Well, yes, of course, it *IS* a dystopian tale about a young boy growing...	The Giver	Nataliya	After a re-read, I can
5	:)	The Giver	Mohammed Arabey	:)
2	Okay totally weird, I'm going to read this after school^^	The Giver	Joyzi	Okay totally weird, I'm going
4	ATTENTION CITIZENS! OUR BROTHER COMMUNITY OF SAMENESS HAS FALLEN! DOUBLEPLUS UNGOOD! BUT DO NOT FEAR! OUR REVOLUTIONARY RHETORIC AND UTOPIC IDEALS REMAIN SACROSANCT! IN OUR BROTHER COMMUNITIES OF OCEANIA, ANIMAL FARM, PANEM, THX 1138-VILLE, AND FAHRENHEIT 451 TOWNSHIP! AND SPREADING FURTHER! DOUB...	The Giver	mark monday	ATTENTION CITIZENS
5	The style of the wording pleased me very much. So much that it threatened to engulf my perception of the story. I liked the book's plot, but what made me rate the book 5 stars was the presentation of the characters.I thought the Giver would be someone who is the main character...but maybe he stil...	The Giver	Luffy	The style of the wording
5	How have I missed out on this book for so many years? The premise of living a life without agency is something to think about. I can't tell you how often I have wished (prayed) for a world filled with only peace and happiness, where no one feels pain, hunger or sadness. This book made me seriousl...	The Giver	Stacey	How have I missed out
5	"""What does 'release' mean in The Giver?"", my daughter asked me this morning, when she had just started reading the novel on a strong recommendation from myself and both her older brothers. ""I can't tell you that, it will spoil the reading experience!"" I answered. ""What do you think of the book so..."	The Giver	Lisa	"""What does 'release' mean in"
5	"Thoroughly impressed by ""The Giver,"" a two-decade old gem in a genre that basically always leaves me wanting more. No, this is concise & has all the basic elements of a dystopian horror tale. The sketchy subjects of individuality and color (in that pleasant ""Pleasantville"" way) and community..."	The Giver	Fabian	"Thoroughly impressed by ""The Giver,"""
4	The giver (The Giver Quartet, #1), Lois Lowry (1937)The Giver is a 1993 American young adult dystopian novel by Lois Lowry. It is set in a society which at first appears to be utopian but is revealed to be dystopian as the story progresses. The novel follows a 12-year-old boy named Jonas. The soc...	The Giver	Ahmad Sharabiani	The giver (The Giver Quartet,
1	The worst part of holding the memories is not the pain. It's the loneliness of it. Memories need to be shared.This book is a fuss.Yes I like the concept and yes what Jonas is going to find out about the world he lives in is very shocking.But why, with all the stuff going on, isn't it thrilling...	The Giver	Kai	The worst part of holding
5	I Loved it, I remember reading it on the beach :D, Major worldbuilding, a chilling and exciting story line, a very interesting dystopian novel. In this book everyone is identical, choices are very limited. Every aspect of life is controlled and decided by elders of the community, everyone is cont...	The Giver	Clumsy Storyteller 	I Loved it, I remember
4	I was a little creeped out when I first started reading this story. In fact, I almost didn't continue. It seemed like some kind of freaky propaganda for a fundamentalist society where everyone obeys without question and acts all fake nicey-nice and pretends everything is fine when it's not. I kep...	The Giver	"Jeanette  ""Astute Crabbist"""	I was a little creeped
2	bit elaborate, no?	The Giver	Riku Sayuj	bit elaborate, no
4	The worst part of holding the memories is not the pain. It's the loneliness of it. Memories need to be shared.  If I read The Giver before The Hunger Games or Divergent, this book would be the best of this genre. I decided to read the book after watching the movie, which is not much clarified...	The Giver	P 	The worst part of holding
3	snif. this books marks the end of dystopian month. it's okay, it was getting a little bleak in here. i'm not sure if this counts as dystopian, because it reads more like a teen cult novel. with magic. we never really find out what is happening in The World Outside - this could all take place in s...	The Giver	karen	snif
5	You know whats really scary? Getting sick while youre reading the first part of The Stand. Just try running a fever, going through a box of tissues and guzzling the better part of a bottle of NyQuil while Stephen King describes the grisly deaths of almost every one on Earth from a superflu. On...	The Stand	Kemper	You know whats really scary
3	forget all those other books I said I was reading. The Stand is the only one on my mind.	The Stand	carol. 	forget all those other books
5	M-O-O-N. That spells Damn, what a great book!I knew King had it in him, I am a fan of his brilliant 1977 haunted house thriller The Shining, but I did not expect this.The best post apocalyptic novel ever? Maybe, that is a broad category teaming with great work from talented writers, but Kings...	The Stand	Lyn	M-O-O-N
5	Wow!! So I have had this awesome paperback door stopper for some time. (Gift from friend) I decided to get the audio through the library and of course now I have added it to my Audible wishlist. The narration is freaking awesome! The whole damn book is freaking awesome! The thing is, I didn't thi...	The Stand	Melissa ♥ Dog/Wolf Lover ♥ Martin	Wow
5	What an End.It's not 100% satisfying though.Many fates I wanted to know..Why there's no more stories of this world.The Stand World..Loved every minute of it.	The Stand	Mohammed Arabey	What an End
3	3.5/5 starsM-O-O-N. That spells I am done with this MOONstrosity of a tome.This is the biggest single book Ive ever read in my life so farIts 470k words and its even bigger than Oathbringer by Brandon Sandersonand although it doesnt go into my personal favorite list, I enjoyed the majority...	The Stand	Petrik	3
5	I never get tired of reading this book. It's my absolute all time favorite reads. Every once in a while I have to go back and read it again and again....and it's just as good as the first time I read it those many years ago.1st ReviewThe end of the world where humanity takes a stand between good...	The Stand	Alex is The Romance Fox	I never get tired of
3	goodness me, this book was a chore. it took me nearly a month to finish and by the 12 day mark i was really regretting reading the unabridged version. and along the way, i realised that this is a classic case of me liking the idea of the book so much more than the book itself, which is so unfortu...	The Stand	jessica	goodness me, this book was
4	Meanwhile back in the bad guys place things look really exciting.	The Stand	Evgeny	Meanwhile back in the bad
4	Haunting read! scary good and well written (paperback!)	The Stand	Diane Wallace	Haunting read
5	Glen Bateman is one of the best characters in this book. Period.Dont fight me on this one!	The Stand	Ginger	Glen Bateman is one of
5	I read more than 450 pages today, and normally that would mean that I finished a novel. In the case of The Stand, I'm not even halfway through. The novel's really great so far though, at least there's that.	The Stand	Will M.	I read more than 450
4	None of us want to see portents and omens, no matter how much we like our ghost stories and the spooky films. None of us want to really see a Star in the East or a pillar of fire by night. We want peace and rationality and routine. If we have to see God in the black face of an old woman, its bo...	The Stand	Jeffrey Keeten	None of us want to
5	The Stand Abridged: 5 StarsThe Stand Unabridged: 3.5 to 4 StarsI hope that Goodreads lets both of my star ratings of this book go through as I already rated The Stand Abridged years ago, but in case it doesnt, I am combining my review of the two into one.The original Stand is one of my top three...	The Stand	Matthew	The Stand Abridged: 5 StarsThe
3	I read this book ages ago, but it's fresh in my mind every time I wind up stuck in traffic underneath the Hudson.It's about almost everyone in the world basically catching a bad case of the Plague and dropping dead. This premise doesn't seem very far-fetched, which could make it either more or le...	The Stand	Jessica	I read this book ages
5	This book has more theological food for thought than a lot of the Christian books I've read. One thing's for sure; Stephen King ain't shallow.	The Stand	Celeste	This book has more theological
5	Were the 1427 pages worth it? Laws yes!I decided to start reading The Stand when I started my new course at university  one much harder than one the previous. The last two months have consisted of late nights, copious amounts of coffee and naps during physiology class. But The Stand has been my...	The Stand	Jen/The Tolkien Gal/ジェニファー	Were the 1427 pages worth
4	Only 10% more to go! Only 5,000,000 pages left to read! Only 30,000,000,000 hours of audio to listen to! Im almost done!	The Stand	Justin	Only 10% more to go
2	Ive said before that romance fiction taps into a primal desire for comfort. Its a fantasy, a snuggie to wrap up in curled up with hot chocolate and toasty roadhouse cookies. The Stand falls squarely into that category, and adds hot rum to the mix as well. The subtitle of The Stand really should...	The Stand	Whitaker	Ive said before that romance
5	The Stand is one of my all-time favorite books, and I think it is the most unforgettable. A must read if you are a SK fan, and a must read if you love Good vs Evil!	The Stand	Luvtoread	The Stand is one of
5	Yaaaassss. Almost finished it... Im proud of myself	The Stand	myra	Yaaaassss
5	I haven't read any horror book for 5 years.I have heard of Stephen King a many times. He is one of most popular authors. I never thought I would have read his book one day. This is the first book I have read by Stephen King.Stephen King has used very powerful vocabulary and it is very unusual sty...	The Stand	Hasham Rasool	I haven't read any horror
5	Going to get in some good reading time in this weekend. I really want to see how this all plays out. Happy Mother's Day and happy reading to all Mothers out there!	The Stand	Brenda - Traveling Sister 	Going to get in some
5	I loved this book. I read the uncut version years back when I lived in the States, maybe in 2002. I loved everything about it except the ending. I'm a big fan of Stephen King and have 23 of his books on my shelf. Stephen King can only write a good ending to a book by chance. That said, the first...	The Stand	Mark Lawrence	I loved this book
4	"The stand , 2001, Stephen King (1947)The Stand is a post-apocalyptic horror/fantasy novel by American author Stephen King. It expands upon the scenario of his earlier short story ""Night Surf"" and outlines the total breakdown of society after the accidental release of a strain of influenza that ha..."	The Stand	Ahmad Sharabiani	The stand , 2001, Stephen
1	Thank goodness this is over.	The Handmaid's Tale	Kate	Thank goodness this is over
5	..... the special addition.	The Handmaid's Tale	Stephanie *Very Stable Genius*	
5	Ive been moved by books in the past, many times, but Ive never before read a book that has emotionally drained me to such a degree. This is frightening and powerful. And sometimes it only takes a single paragraph to make you realise how much so:  Yes, Maam, I said again, forgetting. They used...	The Handmaid's Tale	Sean Barrs the Bookdragon	Ive been moved by books
5	There are only a small handful of books that have affected me in a REALLY personal way. In a way that I always try to put into words and always, ultimately, fail. I have read a lot of books over the years and I've liked many, disliked plenty too, loved and hated a smaller amount... but out of the...	The Handmaid's Tale	Emily May	There are only a small
4	(edited from a paper I wrote in college about the book)In 1986, when Margaret Atwood published The Handmaids Tale, Ronald Regan had declared Morning in America, and society was going to renew itself by returning to the old values. The Christian right, in its infancy at the time, was rising in...	The Handmaid's Tale	Jennifer	(edited from a paper I
4	I'm glad it's over. But I'm equally glad to have known Offred.	The Handmaid's Tale	Samadrita	I'm glad it's over
5	WOW! - so far	The Handmaid's Tale	Tatiana	WOW
4	"We were the people who were not in the papers. We lived in the blank white spaces at the edges of print. It gave us more freedom. We lived in the gaps between the stories. Set in the not-so-distant future, Offred is designated as a Handmaid. Meaning her fertile womb ""allows"" her to stay in the h..."	The Handmaid's Tale	Miranda Reads	We were the people who
4	"A true dystopian classic. This is incredibly well written, & I think that is why it's fan base is so enormous & faithful. It made Entertainment Weekly's ""Top 25 Best Books of the Last 25 Years"" several years ago.The account reminds me of, and is probably written trying to somehow emulate,..."	The Handmaid's Tale	Fabian	A true dystopian classic
2	Not a very well written book. The writing itself is clumsy. It doesn't feel like you're reading a story; it feels like you're reading a piece of writing. Good writers put their words together for a calculated effect, but Atwood's words aren't just calculated-- they're contrived. In a good piece o...	The Handmaid's Tale	Victoria	Not a very well written
4	After reading 'The Handmaid's Tale', I can see why this dystopian classic has made such an impression on so many. This is a book that definitely hangs with you, haunting your thoughts, long after you finish the book. It is thought-provoking and terrifying.The story centers on the heroine, Offred,...	The Handmaid's Tale	Candace	After reading 'The Handmaid's Tale',
5	The Handmaids Tale by Margaret Atwood is a brilliant, endearing, scary as hell book. Told with simplistic prose and stark attention to detail, Atwood describes life in the not too distant future where the United States has been transformed through military coup into a totalitarian theocracy. Thi...	The Handmaid's Tale	Lyn	The Handmaids Tale by Margaret
2	Whine, whine, whine!! Just stop already!!!!	The Handmaid's Tale	Megan Johnson	Whine, whine, whine
4	Clubbin&apos	The Handmaid's Tale	Matthew	Clubbin&apos
5	"Terrifying! But SO good! Update in Year One ... No .... It's Already Year Two ... Terrible Two ... Of Dystopia: As long as you are allowed and capable to read, please do read this novel! In an era when politicians in the Western world are not ashamed to refer to pregnant women as ""hosts"", deprive..."	The Handmaid's Tale	Lisa	Terrifying
2	"EDIT 02/06/2016: Lowering the rating to two. I finished it more than a week ago and now I realized I haven't thought of it once. It really left me nothing.""Better never means better for everyone, he says. It always means worse, for some.""I used to think of my reading taste as predictable. Well, a..."	The Handmaid's Tale	Simona Bartolotta	EDIT 02/06/2016: Lowering the rating
4	i am a massive scaredy cat. and as i rule, i avoid all things horrifying, frightening, spooky, and anything else that will give me nightmares. so this book came as an absolute shock. i am terrified. right down to my bones.how can i be so fascinated by this kind of society, but also repulsed by it...	The Handmaid's Tale	jessica	i am a massive scaredy
5	Tan duro que no poda leer ms de diez pginas diarias. Era incapaz. P.D Si no hubiese machitos escocos con este libro, entonces significara que Margaret no lo hizo bien.	The Handmaid's Tale	María	Tan duro que no poda
4	The Handmaid's Tale portrays a terrifying but very real and possible dystopia. At first, it's difficult to tell what exactly is going on in the handmaid's world, although her spare narration is filled with a deep sense of fear and danger. It's challenging but exciting to try to make sense of all...	The Handmaid's Tale	Nathan	The Handmaid's Tale portrays a
5	What an idea!!!!	The Handmaid's Tale	Elizabeth Sagan	What an idea
5	Offred is a frightening character. The future where she lives is dystopian, but the word doesn't do justice to this book's plot. Among all the dystopian fictions I've read...e.g Matched by Ally Condie, Delirium by Lauren Olivier, or going back even more, The Chrysalids by John Wyndham, none is as...	The Handmaid's Tale	Luffy	Offred is a frightening character
4	I would like to know.	The Handmaid's Tale	Kai	I would like to know
5	"oh man, this book totally tricked me! I got a bad haircut one day so I needed to lay low for a few weeks (""Supercuts"", my ass! Liars!). I called two of my hardest, most straight-up thug homies (Zachary and Dustin) to bring me some of their books and this was one of them. I had just watched a show..."	Watership Down	Rico Suave	oh man, this book totally
5	I dont give a shit what Richard Adams says about his book because it simply isnt true. According to him, in the preface of my edition, this is just a story about rabbits. Its intended purpose was to entertain his children in the car, thats fair enough, but he also says there is no intentional...	Watership Down	Sean Barrs the Bookdragon	I dont give a shit
4	"""El-ahrairah, your people cannot rule the world, for I will not have it so. All the world will be your enemy, Prince with a Thousand Enemies, and whenever they catch you, they will kill you. But first they must catch you, digger, listener, runner, prince with the swift warning. Be cunning and ful..."	Watership Down	Jeffrey Keeten	"""El-ahrairah, your people cannot rule"
5	Ok, so it's a book about a bunch of rabbits traveling through a small stretch of English countryside. As such, it doesn't seem like something that would appeal to anyone but a preteen. But the fact of the matter is this is a great story, full of rich characters, a deep (if occasionally erroneous)...	Watership Down	John	Ok, so it's a book
5	I read this book an age ago. Maybe 40 years ago the first time.Lots of authors have written animal stories but they tend to be cute little tales where the level of anthropomorphism is such that the rabbits or whatever are practically, or literally, wearing waistcoats and top hats. We only need to...	Watership Down	Mark Lawrence	I read this book an
5	Finished. Will write review soon.	Watership Down	Lyndz	Finished
5	Down the wabbit hole I go... The field! Its covered with blood!	Watership Down	Apatt	Down the wabbit hole I
5	In memory of Richard Adams (1920 - 2016):-------Some books have an amazingly unexplainable ability to transcend the purpose of their creation and take a leap into being an instant timeless classic. All the world will be your enemy, Prince of a Thousand enemies. And when they catch you, they will...	Watership Down	Nataliya	In memory of Richard Adams
5	...presently the day grew so hot and humid that all activity was quenched. The faint breeze vanished. The sun drew up a torpid moisture from the watery thickets. The smell of water-mint filled all the hydrophanic air.	Watership Down	Bionic Jean	
5	The premise of Watership Down may sound ridiculous. To put it simply: it's the story of a bunch of rabbits who leave their comfortable (but doomed) home,and try to make a new and better one, a couple of square miles away. It should be ridiculous. Come on -- bunnies?! Oh, but its not ridiculous...	Watership Down	Michelle	The premise of Watership Down
5	REVISION:DAMN YOU, 2016, STOP THE MADNESS!!!https://watership-down.com/2016/12/27...* * * * * *ORIGINAL:DAMN YOU, WATERSHIP DOWN, STOP MAKING ME CRY!!!When I was in school, the teachers played the movie version (the one with Art Garfunkel songs, Zero Mostel as the bird, and a bevy of well-respect...	Watership Down	Jason Koivu	REVISION:DAMN YOU, 2016, STOP THE
3	It's got nothing much to do with this book, but I want to tell my rabbit story. Feel free to disbelieve me if you must, but it's actually true. I know the person it happened to quite well, though I have changed names and other particulars in order to protect the innocent and not-so-innocent.So, m...	Watership Down	Manny	It's got nothing much to
5	At that moment, in the sunset on Watership Down, there was offered to General Woundwort the opportunity to show whether he was really the leader of vision and genius which he believed himself to be, or whether he was no more than a tyrant with the courage and cunning of a pirate.	Watership Down	Tadiana ✩Night Owl☽	At that moment, in the
5	"Every conversation I have ever had about this book:Me: ""Really? You haven't read Watership Down?!'You: ""Nope""Me: ""Read it! It's beautiful! A work of touching, thoughtful genius!""You: ""What's it about?""Me: ""Never mind that, it's a stunning book. Just read it. You'll love it.""You: ""So it's a naval..."	Watership Down	Scott	Every conversation I have ever
3	Blah blah blah rabbits need some does before they goes nutz...a heartwarming childrens book about rabbits overcoming sexual frustration{smh} ANIMALS!!	Watership Down	Monica 	Blah blah blah rabbits need
5	Omg its all kicking off and I need to go to sleep!! I wont sleep for worrying about these rabbits	Watership Down	Johann (jobis89)	Omg its all kicking off
3	I had started this before but shelved it for more than EIGHT years! Worth the wait?Now, without that adolescent sense of awe, I do not share Donnie Darko's fascination with it (though Joy Division for sure will never go out of style). Yes, because I associate it with my formative (hellish) years,...	Watership Down	Fabian	I had started this before
5	"""Now, about burying hraka (droppings), said Chevril, you can't be too strict. If General Woundwort finds any hraka in the fields he'll stuff your tail down your throat. They always try to dodge burying though, they want to be Natural, the anti-social little beasts. We keep a hraka sentry just to make sure..."" Ah, the joys of a totalitarianism."	Watership Down	``Laurie Henderson	"""Now, about burying hraka (droppings),"
5	Actually, I do not give this book a 5. It is worth much more! This book is a classic for a reason. Read it, buy it, read it to your children, give it to your children... Seriously, if you have not read this book yet, READ IT NOW. It is about rabbits. It is also about bravery, warlords, leadership...	Watership Down	Carmen	Actually, I do not give
1	I'm 100 pages in, and this book is as boring as they come. So many indistinguishable rabbits hopping around eating various types of green things in the ground. I try to read on it during my lunch break, but I find that I'd always rather do anything than start back on this book. Is it a rule that...	Watership Down	Amy	I'm 100 pages in, and
5	Masterful and enchanting, a timeless classic of childrens literature likely to be rewarding for most humans of the biped variety. I always avoided it, thinking why read some cutesy tale about goddam wimpy rabbits when I could have a glorious adventure with The Lord of the Rings, fight the evil...	Watership Down	Michael	Masterful and enchanting, a timeless
5	"Watership Down is not a children's book. It's a everyman's book. Every animal, too. (Anyone with a pulse and a beating heart that gives a shit about what is around them.) There's a lovely intro in a newer edition about how he ""wrote"" it with his children (the stories started out a spur-of-the-mom..."	Watership Down	Mariel	Watership Down is not a
5	So, yeah.Rabbits going gung-ho in England and encountering many different politics, talking about mythology, death, and courage. Oh, yeah, and if you didn't pick up on that bit... it's FANTASY. They can't count to five but they have complex Briar-Rabbit mythologies. Oh, and there's a bit of a Cas...	Watership Down	Bradley	So, yeah
5	I knew it. Haven't these poor rabbits been through enough, Adams?!	Watership Down	Celeste	I knew it
5	(A) 85% | ExtraordinaryNotes: It finds an ideal medium in chapter-length tales: a rare short story collection with no misses, only hits and better hits.	The Adventures of Sherlock Holmes	Jayson	(A) 85% | ExtraordinaryNotes: It
5	Nothing compares to the original. If you really want to know Holmes and Watson, this is what you read. The characterization and pacing is, for me, delightful. The insights into a London of trains and mail more than once a day, the manners of the time, the dialogue . . . this is a feast.Very hones...	The Adventures of Sherlock Holmes	Robin Hobb	Nothing compares to the original
5	Ive been listening to Sherlock Holmes stories in the car and think Im going to go through and listen to all of them now. Ive started with The Adventures and have enjoyed it immensely. There must have been any number of psychological studies performed on Mr Holmes. There is, of course, that won...	The Adventures of Sherlock Holmes	Trevor	Ive been listening to Sherlock
4	The Adventures of Sherlock Holmes (Sherlock Holmes, #3), Arthur Conan Doyle The Adventures of Sherlock Holmes is a collection of twelve short stories by Arthur Conan Doyle, featuring his fictional detective Sherlock Holmes. It was first published on 14 October 1892; the individual stories had bee...	The Adventures of Sherlock Holmes	Ahmad Sharabiani	The Adventures of Sherlock Holmes
3	As a rule, the more bizarre a thing is, the less mysterious it proves to be. It is your commonplace, featureless crimes which are really puzzling, just as a commonplace face is the most difficult to identify.  Who doesn't know Sherlock Holmes these days? Even if not everyone might be familiar w...	The Adventures of Sherlock Holmes	Councillor	As a rule, the more
3	The Adventures of Sherlock Holmes is a collection of twelve short stories by Arthur Conan Doyle, featuring his fictional detective Sherlock Holmes. It was first published on 14 October 1892. Follow the brilliant Sherlock Holmes and his devoted assistant, Dr. Watson  as they investigate a dozen o...	The Adventures of Sherlock Holmes	Aishu Rehman	The Adventures of Sherlock Holmes
4	To have a slight measure of the pleasant chills that race up and down your spine when you delve into a meaty Holmes mystery, do read the introduction passage by Mark Gatiss (co-creator of BBC Entertainments Sherlock). Amidst a host of admirable emotions, Gatiss one nostalgic paragraph captured...	The Adventures of Sherlock Holmes	Namratha	To have a slight measure
4	3.75 stars, rounding up because Sherlock+classics!The Adventures of Sherlock Holmes, published in 1892, and available for free online reading or downloading here on Project Gutenberg (or many other places), is a collection of twelve Sherlock Holmes short stories. Doyle's formula for his Sherlock...	The Adventures of Sherlock Holmes	Tadiana ✩Night Owl☽	3
4	' I think that we may safely say, ' returned Holmes, ' that she is wherever Sir George Burnwell is. It is equally certain, too, that whatever her sins are, they will soon receive a more than sufficient punishment. '	The Adventures of Sherlock Holmes	Luís C.	' I think that we
5	After reading lengthy audiobooks like  Vanity Fair I just wanted to read/listen-to something short. Then I saw the movie The Imitation Game (highly recommended) and I thought Of course! Sherlock!I suspect reviewing an anthology by listing all the stories and commenting on each of them is prob...	The Adventures of Sherlock Holmes	Apatt	After reading lengthy audiobooks like
4	Its been fun zipping through one of these stories each night for the past twelve nights. Ive even felt rather clever after guessing correctly on a few of the outcomeseven without counting The Speckled Band, a story I remember very well from grammar school. Im not sure why I remember it afte...	The Adventures of Sherlock Holmes	Teresa	Its been fun zipping through
0	Fun. The crimes in this book are more along the lines of puzzles to work out rather than realistic depictions of crime in late Victorian- early Edwardian England. Contrived, but enjoyable.My favourite moment, I am not positive it is in this collection, is when Holmes and Watson are on a train ste...	The Adventures of Sherlock Holmes	Jan-Maat	Fun
4	4.5	The Adventures of Sherlock Holmes	Simona Bartolotta	4
4	"It's the end of the world and Watson and Holmes, on the cusp of having their brilliant lives snuffed out by the impending doom decide their simmering sexual tension can go no further.As they remove their clothes, Watson turns around to see Holmes brandishing a tub of Lemon Curd.""Holmes!"" Watson e..."	The Adventures of Sherlock Holmes	russell barnes	It's the end of the
4	Classic Sherlock Holmes, Arthur Conan Doyle at his finest.If you've read and enjoyed any books in the Sherlock Holmes series - then read them all, they are all consistently great. Sherlock Holmes must be one of the greatest literary characters ever created and the stories are so very well written...	The Adventures of Sherlock Holmes	James	Classic Sherlock Holmes, Arthur Conan
4	La aventura de la banda de lunares  La aventura del pulgar del ingeniero	The Adventures of Sherlock Holmes	Julieta	La aventura de la banda
3	Sherlock Holmes ...What a day :) *****      ()        ..      :)	The Adventures of Sherlock Holmes	Huda Aweys	Sherlock Holmes 
3	OK. Nota: O Dr. Watson tinha deficincias cognitivas graves. Felizmente para ele, naquela poca os seus pares eram, na maioria, barbeiros-dentistas.	The Adventures of Sherlock Holmes	João Reis	OK
